timestamp,name,id,x,y
2000-01-26 00:00:00,Frank,981,-0.28898148214346797,0.07632844235524883
2000-01-26 00:00:01,Kevin,1000,0.9704810858411355,0.03953108888635026
2000-01-26 00:00:02,Jerry,997,-0.8615688896510088,0.45120199571912223
2000-01-26 00:00:03,Bob,1021,-0.048808054682092594,0.8369661322806243
2000-01-26 00:00:04,Oliver,1003,-0.5095268547837475,0.64116717851353
2000-01-26 00:00:05,Ray,992,0.9256947703182217,0.26833745297343436
2000-01-26 00:00:06,Laura,1023,0.4010180971867645,0.825099491976526
2000-01-26 00:00:07,Charlie,989,-0.24971327109973074,0.727079988084171
2000-01-26 00:00:08,Laura,1012,-0.1467538415032723,0.4860986615313503
2000-01-26 00:00:09,Ingrid,975,-0.9064961218875676,0.028897743002036735
2000-01-26 00:00:10,Alice,1018,-0.6117767966500731,-0.46203797292798576
2000-01-26 00:00:11,Hannah,1038,0.4432779395762316,0.6538610983788429
2000-01-26 00:00:12,Jerry,978,0.9769130122376029,-0.6987062010998222
2000-01-26 00:00:13,Xavier,1028,-0.47379046305968586,-0.08764729826613427
2000-01-26 00:00:14,Victor,1013,-0.30851696870020184,0.27708707890575224
2000-01-26 00:00:15,Patricia,1007,-0.2042636324360967,-0.22421086017885705
2000-01-26 00:00:16,Dan,1001,0.5661674494068258,-0.20416691161577494
2000-01-26 00:00:17,Patricia,980,0.43142786863851734,0.8205634910221942
2000-01-26 00:00:18,Victor,1056,0.05830365692113082,-0.6791514367302436
2000-01-26 00:00:19,Hannah,983,-0.80731694367644,-0.720391645724761
2000-01-26 00:00:20,Edith,950,-0.8641685574974591,-0.44103432118040287
2000-01-26 00:00:21,Ray,994,0.8419710591182468,0.8743805069111588
2000-01-26 00:00:22,Dan,1033,0.3230054315665625,0.2592223874422168
2000-01-26 00:00:23,Norbert,993,-0.6695751041295794,0.8164163020408113
2000-01-26 00:00:24,Laura,973,-0.4288004344233274,0.1285391977006365
2000-01-26 00:00:25,Frank,1066,-0.08562748052489244,0.05441278851980491
