timestamp,name,id,x,y
2000-01-13 00:00:00,Ursula,973,-0.812795257945351,-0.5905277706036054
2000-01-13 00:00:01,Tim,972,-0.9915533796015019,0.7049000817176851
2000-01-13 00:00:02,Ray,982,-0.9242212963682983,0.33340159395949076
2000-01-13 00:00:03,Yvonne,990,0.1878345265239718,-0.08957581412301585
2000-01-13 00:00:04,Zelda,955,-0.945604919036737,-0.46884098862548096
2000-01-13 00:00:05,Wendy,1027,-0.9193815061832469,-0.9627071916178254
2000-01-13 00:00:06,Ursula,978,0.7502287281154802,-0.1143508503884838
2000-01-13 00:00:07,Ursula,1042,-0.7592783132369376,0.45920361895300177
2000-01-13 00:00:08,Victor,1002,-0.3774122148953367,-0.7785133759529241
2000-01-13 00:00:09,Norbert,991,0.7711313395420158,-0.979051479861609
2000-01-13 00:00:10,Ray,1034,-0.5451305119932397,-0.14163011902341527
2000-01-13 00:00:11,Quinn,999,-0.9693027013465467,-0.85190305374649
2000-01-13 00:00:12,Tim,985,-0.15347555587403972,-0.7410569025754237
2000-01-13 00:00:13,Frank,943,0.9937818131919114,0.8532131721561065
2000-01-13 00:00:14,George,1012,0.33075148927446274,-0.04446992088785651
2000-01-13 00:00:15,Wendy,1042,-0.20268580320481377,-0.09104517087259767
2000-01-13 00:00:16,Patricia,998,0.9427375456150262,-0.8175735353918263
2000-01-13 00:00:17,George,1032,0.3501542911918556,-0.8342234696870625
2000-01-13 00:00:18,Hannah,1023,0.2582326441080547,-0.876357387166361
2000-01-13 00:00:19,Laura,1051,-0.5522608690850732,0.3646839970631113
2000-01-13 00:00:20,Kevin,945,0.7278853911232173,-0.9307950427609941
2000-01-13 00:00:21,Alice,971,0.9795656048431884,0.22909684019342946
2000-01-13 00:00:22,Hannah,1045,-0.6196545310096429,-0.18808670345346967
2000-01-13 00:00:23,Zelda,983,0.2603672628922613,0.22859010047295003
2000-01-13 00:00:24,Kevin,1038,-0.22671311748642609,0.4877596970307281
2000-01-13 00:00:25,Oliver,962,0.6499677719861403,-0.8379073511049651
2000-01-13 00:00:26,Ray,984,0.9115583088437533,0.0090572183557045
2000-01-13 00:00:27,Charlie,1003,0.03368347121856763,0.2730755523080004
2000-01-13 00:00:28,Edith,993,-0.12802188724326036,0.4106968322804714
2000-01-13 00:00:29,George,926,-0.6459050476077737,0.8283525900911912
2000-01-13 00:00:30,George,969,-0.030571294654959225,0.30733265779679675
2000-01-13 00:00:31,Bob,980,0.5694049378796711,-0.8453428715473958
2000-01-13 00:00:32,Kevin,989,0.650854061554109,-0.2886967728490317
2000-01-13 00:00:33,Xavier,972,0.8240868710470628,-0.41932782812729963
2000-01-13 00:00:34,Hannah,1018,-0.4303913380001734,0.4720492312805553
2000-01-13 00:00:35,Michael,984,0.6497885263583787,-0.652962217510821
2000-01-13 00:00:36,Jerry,998,0.364831159951726,-0.27898305252611144
2000-01-13 00:00:37,Hannah,985,0.24713701074360173,0.4631263412574518
2000-01-13 00:00:38,Charlie,1010,0.7158953976299978,-0.42724454407784807
2000-01-13 00:00:39,Patricia,972,-0.37599268980759004,-0.8156058885828532
2000-01-13 00:00:40,Yvonne,961,-0.8205988835842408,0.5997934317643943
2000-01-13 00:00:41,Yvonne,1018,-0.185719558055516,-0.2859020709909559
2000-01-13 00:00:42,Ursula,958,-0.08658933442790673,-0.18956011333373612
2000-01-13 00:00:43,Frank,999,-0.43705538779789666,-0.8636880510310243
2000-01-13 00:00:44,Oliver,979,-0.3802617178377399,-0.7379722533723967
2000-01-13 00:00:45,Patricia,965,0.6763395231768239,-0.09662610173243014
2000-01-13 00:00:46,Michael,1028,-0.3705830968385162,-0.905553183650434
2000-01-13 00:00:47,Jerry,972,0.051301659393183874,0.29921430295635587
2000-01-13 00:00:48,Victor,993,-0.3249818842694576,-0.7474264916632063
2000-01-13 00:00:49,Wendy,1008,0.7343100447481181,0.18100836178303337
2000-01-13 00:00:50,Kevin,1041,0.5274873950638272,-0.8755944086948504
2000-01-13 00:00:51,Quinn,1001,-0.6066683693313104,0.6202420869183105
2000-01-13 00:00:52,Tim,1045,-0.9412795767684841,0.46813217563734133
2000-01-13 00:00:53,Laura,1008,0.018495430024286996,0.6436707304361726
2000-01-13 00:00:54,Yvonne,1002,-0.7557632039008211,-0.6737977339777974
2000-01-13 00:00:55,Xavier,981,-0.385954126850387,0.6273000722736415
2000-01-13 00:00:56,Ursula,1045,-0.4364191024345585,-0.7819543150978134
2000-01-13 00:00:57,Zelda,1011,0.798096402038057,-0.8484127931446632
2000-01-13 00:00:58,Yvonne,1013,-0.4488485198350185,-0.4719959063959813
2000-01-13 00:00:59,Yvonne,1022,-0.05898609549456024,0.2140039565954457
2000-01-13 00:01:00,Jerry,994,-0.7821325699780632,0.8311621464368613
2000-01-13 00:01:01,Ingrid,1006,0.18034961308809194,-0.3568129689318942
2000-01-13 00:01:02,Oliver,1002,-0.09427365707013768,0.9449664513777098
2000-01-13 00:01:03,Dan,997,-0.11523114402365309,0.0475250708652899
2000-01-13 00:01:04,Michael,1001,0.39754204412527683,0.18869487412944586
2000-01-13 00:01:05,Zelda,961,0.20148378700615188,-0.1640195222485168
2000-01-13 00:01:06,Patricia,1030,0.394673600675727,-0.5009679717717979
2000-01-13 00:01:07,Edith,954,0.9008391612289093,0.9547579869244107
2000-01-13 00:01:08,Yvonne,960,0.3064542367409864,0.20610203543022987
2000-01-13 00:01:09,Xavier,1023,-0.11336683184992946,0.2964757997781562
