timestamp,name,id,x,y
2000-01-03 00:00:00,Xavier,1037,-0.7437613599609343,0.5645004024038387
2000-01-03 00:00:01,Zelda,1002,-0.8177234927660137,0.9780974889030907
2000-01-03 00:00:02,Kevin,968,0.30685416571181845,-0.8588360611224624
2000-01-03 00:00:03,Oliver,1037,-0.08683209841883421,-0.11435705362751669
2000-01-03 00:00:04,Ingrid,944,0.47906972416989024,0.5540976913241644
2000-01-03 00:00:05,Ingrid,1019,-0.7467046406412867,-0.6364081877825545
2000-01-03 00:00:06,Oliver,1007,-0.800806440214435,-0.24397934445069303
2000-01-03 00:00:07,Hannah,993,0.11770343632682811,0.12768228000453852
2000-01-03 00:00:08,Sarah,962,-0.6530276500525867,-0.4514620179803983
2000-01-03 00:00:09,Xavier,1018,-0.07242225531346036,0.050417535691579474
2000-01-03 00:00:10,Tim,975,-0.911268183895817,0.0038336774375644644
2000-01-03 00:00:11,Dan,1016,0.19404242994375487,-0.3191894571889724
2000-01-03 00:00:12,Victor,970,-0.9577166667996859,0.12819173824230834
2000-01-03 00:00:13,Zelda,1033,0.22018667261780545,-0.42318925820066067
2000-01-03 00:00:14,Edith,998,-0.1991311648563152,0.837671387544825
2000-01-03 00:00:15,Hannah,977,0.9334095242292149,0.23264294951463826
2000-01-03 00:00:16,Xavier,999,0.21340925900884122,-0.43219535727451586
2000-01-03 00:00:17,Sarah,957,-0.5297232983049609,0.1488450919776736
2000-01-03 00:00:18,Quinn,1000,0.2855730166393351,-0.8236059778930547
2000-01-03 00:00:19,Ray,972,-0.3078281294835854,-0.9805321429050391
2000-01-03 00:00:20,Yvonne,1027,0.47004452842570243,0.46654708283898394
2000-01-03 00:00:21,Zelda,1032,0.3370868604824617,-0.8427301224735724
2000-01-03 00:00:22,Hannah,1022,-0.446216165316877,-0.8316164404406252
2000-01-03 00:00:23,Wendy,1033,-0.4519663012653745,0.8572761497130894
2000-01-03 00:00:24,Ingrid,1048,-0.47151207923999316,-0.19542840710872
2000-01-03 00:00:25,Yvonne,982,0.5942054074081693,-0.6417100614492903
2000-01-03 00:00:26,Alice,967,-0.9970799551983436,-0.5326331573308509
2000-01-03 00:00:27,Oliver,962,0.5614679195848689,0.5316978466669251
2000-01-03 00:00:28,Oliver,1012,0.043685091625037975,0.12970766963029923
2000-01-03 00:00:29,Tim,1003,-0.681399913704243,-0.6299912831838925
2000-01-03 00:00:30,Oliver,986,-0.12635463087172494,0.9566508040882611
2000-01-03 00:00:31,Wendy,993,0.3836349882476291,0.5138481638423162
2000-01-03 00:00:32,Alice,1049,-0.037705854854425125,-0.07976209722132199
2000-01-03 00:00:33,Oliver,1006,-0.3202004496678508,0.6467978375875056
2000-01-03 00:00:34,Frank,997,-0.357136634354295,-0.6858868984994342
2000-01-03 00:00:35,Michael,966,0.9851731362377159,0.2931318801785605
2000-01-03 00:00:36,Quinn,996,0.9717337055104331,0.09166209088117805
2000-01-03 00:00:37,Frank,965,-0.5181516204418177,-0.17220461121110775
2000-01-03 00:00:38,Edith,1030,-0.8171378824159723,-0.10392037397705889
2000-01-03 00:00:39,Jerry,1013,0.9132922698918431,0.14499621643938698
2000-01-03 00:00:40,Edith,922,0.28552433528986954,0.2264617172215364
2000-01-03 00:00:41,Sarah,1029,-0.6713892086815372,0.7201218812236798
2000-01-03 00:00:42,Tim,1008,0.1833214247760444,0.6350873825053518
2000-01-03 00:00:43,Oliver,974,0.31846192845521815,-0.8909811403529995
2000-01-03 00:00:44,George,1038,-0.30107460366694627,-0.8321900733339693
2000-01-03 00:00:45,Yvonne,979,0.7215824308460523,0.5126927477126579
2000-01-03 00:00:46,Frank,1009,-0.6713538164841579,0.6005833033910815
2000-01-03 00:00:47,Kevin,997,-0.05552844478908159,-0.9864783924192422
2000-01-03 00:00:48,Sarah,991,0.19714211422098482,0.3941442321942945
2000-01-03 00:00:49,Tim,1028,-0.2493541908407999,-0.30530685406776015
2000-01-03 00:00:50,Zelda,981,0.8225649078198147,-0.5772891095585095
2000-01-03 00:00:51,Ursula,998,0.5714604464262241,-0.476528969971711
2000-01-03 00:00:52,Yvonne,1005,-0.4435796686332574,0.08879123702755387
2000-01-03 00:00:53,Tim,994,0.2347469408834646,0.4454659792955782
2000-01-03 00:00:54,Michael,1051,0.7310904483971221,-0.5231447395478888
2000-01-03 00:00:55,Charlie,1052,0.48701538249658904,0.3503491028574748
2000-01-03 00:00:56,Yvonne,1026,0.6334027365152708,0.3513531911401735
2000-01-03 00:00:57,Yvonne,1006,-0.8971571402685594,0.8948439285799252
2000-01-03 00:00:58,Charlie,985,-0.7311620165345631,-0.17143581550474551
2000-01-03 00:00:59,Oliver,1020,-0.11493438639351483,0.3795261802395302
2000-01-03 00:01:00,Wendy,994,-0.2983258634326429,-0.6838910687737332
2000-01-03 00:01:01,Patricia,963,-0.5211496863349119,-0.41886248476870525
